age,income,loan_amount,credit_score,years_employed,num_credit_lines,debt_ratio,defaulted
42,16622.0,38677.84,576,5,3,0.68,0
62,70860.0,39145.74,443,17,2,0.57,0
59,65597.0,47890.0,550,21,6,1.0,0
42,34418.0,7436.05,379,21,6,0.22,0
35,59857.0,31858.56,356,27,2,0.42,0
57,94056.0,24252.83,665,26,5,0.13,0
25,52947.0,19878.48,607,2,1,0.18,0
56,46159.0,9064.34,473,7,3,0.71,0
57,40114.0,30319.44,761,26,5,0.0,0
31,50249.0,26556.83,792,3,2,0.89,0
49,30274.0,9704.95,673,28,2,0.63,0
68,31624.0,32562.03,648,22,0,0.44,0
55,45499.0,38207.89,366,3,3,0.33,0
50,28655.0,39527.52,629,16,5,0.13,0
40,30245.0,45741.79,493,21,2,0.92,1
32,36319.0,23426.18,454,4,4,0.71,0
50,64557.0,47888.27,459,24,1,0.34,1
42,20613.0,43944.32,565,13,4,0.07,0
34,53082.0,18342.57,467,29,3,0.33,0
50,53955.0,12167.74,444,14,5,0.18,0
64,53793.0,24592.52,485,24,5,0.79,0
19,24261.0,23085.44,722,11,0,0.72,0
31,15579.0,30907.37,756,26,1,0.5,0
57,48043.0,31252.38,644,12,3,0.89,0
57,39886.0,38749.41,815,23,3,0.18,0
68,60005.0,27945.05,403,22,6,0.45,0
56,25584.0,9717.02,546,29,0,0.71,1
68,53107.0,43623.11,322,17,4,0.07,0
23,61525.0,18939.41,824,13,5,0.37,0
23,34625.0,48708.39,443,23,1,0.57,0
20,44733.0,10303.7,492,18,5,0.37,0
24,43958.0,48121.3,764,21,4,0.48,0
68,24083.0,9095.53,674,25,2,0.61,0
25,47361.0,15396.63,565,6,7,0.37,0
59,81736.0,7096.1,677,27,2,0.11,0
69,36721.0,36730.09,849,5,2,0.14,0
32,17493.0,43263.44,373,4,2,0.53,0
64,25755.0,24533.2,737,3,2,0.17,0
46,14917.0,46783.49,525,17,5,0.89,0
50,69226.0,31563.46,607,24,3,0.83,0
69,53213.0,33350.32,647,13,0,0.35,0
47,28263.0,43043.86,775,15,0,0.83,0
56,17872.0,18356.01,614,22,1,0.53,0
44,23941.0,20941.96,824,22,5,0.16,0
53,26393.0,45767.84,724,19,5,0.61,0
46,38357.0,45543.36,823,13,1,0.68,0
55,37718.0,48941.72,548,4,5,0.08,1
50,71020.0,45582.72,481,21,3,0.31,0
54,25684.0,10731.74,405,27,5,0.01,0
44,17084.0,42067.59,490,10,5,0.32,0
50,20364.0,23442.73,436,11,2,0.34,0
21,35900.0,49586.06,419,17,4,0.63,0
39,25227.0,26252.64,371,3,1,0.2,0
19,31382.0,29922.62,430,12,2,0.03,0
27,28940.0,28839.87,756,19,4,0.32,0
22,59583.0,19478.17,778,27,5,0.83,0
27,27079.0,8375.99,351,12,1,0.4,0
50,30071.0,45304.31,418,3,1,0.42,0
55,51981.0,41120.41,563,22,1,0.47,0
30,27378.0,11278.71,538,28,1,0.75,0
48,44874.0,39954.57,650,22,1,0.48,0
64,42862.0,33163.1,554,6,2,0.09,0
53,38983.0,23411.47,608,22,2,0.21,0
62,20595.0,16430.95,794,1,5,0.19,0
41,67164.0,43687.8,356,20,2,0.51,0
69,110232.0,36508.47,702,25,5,0.03,0
32,36476.0,29648.3,366,17,4,0.28,0
46,21522.0,32430.58,345,20,6,0.61,0
25,36848.0,9097.98,668,27,6,0.35,0
22,59571.0,26326.39,531,5,6,0.71,0
46,26700.0,13716.51,701,15,1,0.39,0
64,34049.0,14377.27,322,2,2,0.98,0
21,43059.0,34758.68,566,21,5,0.97,0
29,66272.0,46006.53,417,14,5,0.8,0
62,53515.0,23169.05,354,20,2,0.95,0
19,54635.0,14348.72,452,19,5,0.2,0
44,29345.0,34193.61,538,9,4,0.75,0
48,44398.0,44203.42,564,8,3,0.32,0
68,25312.0,38674.35,567,10,2,0.73,1
68,55424.0,44094.08,412,13,2,0.37,0
53,64577.0,29144.96,465,23,2,0.29,1
53,47891.0,38834.43,307,11,2,0.96,1
43,30221.0,11302.91,516,6,3,0.21,0
60,32798.0,20672.36,730,10,6,0.76,0
44,89613.0,22529.71,591,16,1,0.67,0
22,30474.0,28008.31,349,24,4,0.3,0
37,61390.0,46808.44,406,8,1,0.46,0
28,43021.0,44343.35,308,21,2,0.14,0
27,30728.0,11053.65,755,22,4,0.92,0
57,18540.0,12775.53,622,12,2,0.97,0
55,40368.0,21093.82,608,15,2,0.73,0
23,38008.0,18083.47,444,2,6,0.85,0
25,89614.0,32664.69,711,4,4,0.08,0
40,23621.0,45624.92,413,22,1,0.38,0
64,114392.0,48303.12,698,16,1,0.33,0
43,43888.0,34412.13,574,27,3,0.56,0
63,43867.0,42717.16,423,0,3,0.18,0
60,26997.0,28634.1,385,20,3,0.56,0
29,42504.0,14374.71,346,8,4,0.65,0
43,46006.0,28610.98,500,22,0,0.13,0
30,58027.0,29978.72,575,16,3,0.13,0
57,22267.0,38410.59,848,28,3,0.04,0
35,73379.0,14894.73,429,12,2,0.76,0
42,43508.0,21573.97,747,14,5,0.33,1
50,49223.0,21381.24,688,27,2,0.23,0
64,32517.0,48174.78,562,20,4,0.78,0
57,22832.0,24977.52,577,7,3,0.14,1
60,37660.0,38979.23,345,7,1,0.43,1
29,39881.0,38786.51,467,27,1,0.74,0
61,18166.0,16949.49,744,1,3,0.57,0
53,53995.0,30734.14,345,22,1,0.55,0
65,59770.0,45243.63,839,9,3,0.16,0
21,25214.0,26383.9,386,4,7,0.18,0
22,21779.0,47530.29,684,15,2,0.58,0
54,31211.0,14650.62,564,24,4,0.02,0
25,36752.0,8337.16,321,18,2,0.87,0
59,31822.0,45115.42,749,0,2,0.35,0
66,35226.0,43145.65,531,12,2,0.42,0
45,40568.0,49666.54,485,3,1,0.26,0
48,18322.0,35572.71,625,6,2,0.88,0
26,19406.0,47150.96,482,0,4,0.64,0
68,9310.0,42212.71,696,1,2,0.45,0
46,58179.0,42999.18,780,15,2,0.59,0
31,36593.0,30611.37,702,13,0,0.38,0
57,61324.0,22206.41,762,4,1,0.47,0
58,20561.0,47055.11,716,24,3,0.36,0
39,36761.0,24445.27,501,13,4,0.41,0
28,40433.0,29246.87,364,16,3,0.31,0
40,27422.0,25075.14,316,11,4,0.08,0
18,16702.0,30416.82,482,19,3,0.04,0
63,86937.0,26172.73,690,11,7,0.17,0
54,73104.0,7158.54,343,29,1,0.25,0
38,30002.0,44692.17,781,2,3,0.89,0
43,46869.0,24997.72,562,29,0,0.61,0
63,28498.0,31502.46,473,20,3,0.96,0
53,22077.0,11263.45,740,20,4,0.34,0
40,90548.0,5152.45,519,25,2,0.4,0
18,15872.0,16038.05,693,1,1,0.72,1
68,31484.0,36706.37,494,20,3,0.58,0
57,37879.0,9463.75,708,24,5,0.53,0
32,82919.0,45899.93,770,20,6,0.58,1
38,56857.0,14676.02,646,14,4,0.58,0
64,15739.0,14206.71,761,10,0,0.77,0
26,36266.0,13167.86,360,9,4,0.67,0
26,36700.0,5629.18,465,17,2,0.96,0
27,32397.0,39731.25,450,22,2,0.95,0
69,49509.0,44376.55,410,21,2,0.42,0
43,17952.0,32637.32,787,22,3,0.04,0
58,29605.0,13469.0,848,23,3,0.01,0
52,46139.0,17837.51,302,25,4,0.12,0
69,51011.0,26416.7,782,20,1,0.07,1
42,39133.0,47945.57,312,1,1,0.37,0
43,31439.0,16130.81,461,6,2,0.05,0
28,34202.0,37924.07,643,6,3,0.62,0
55,52586.0,24775.17,748,23,3,0.19,0
19,36936.0,18403.13,631,6,5,0.51,0
24,21570.0,25516.22,563,25,3,0.1,0
35,19599.0,8204.3,382,22,0,0.83,1
44,17243.0,40940.93,633,13,5,0.78,0
51,75191.0,15948.59,679,28,1,0.39,0
44,54379.0,37643.55,518,24,2,0.91,0
34,34432.0,8075.68,753,23,5,0.19,0
60,28944.0,47979.44,388,1,4,0.81,1
61,27256.0,13685.67,632,1,1,0.55,1
68,62731.0,44723.39,609,22,4,0.33,0
41,94110.0,41426.29,719,25,10,0.08,0
42,26831.0,48553.7,653,14,3,0.17,0
24,64165.0,26505.08,399,10,3,0.86,0
69,36828.0,37732.88,444,28,7,0.61,1
23,32656.0,21681.98,309,9,4,0.24,0
41,77042.0,13296.57,343,2,2,0.5,0
50,36131.0,24938.42,685,16,5,0.11,0
66,42116.0,12458.71,794,8,3,0.1,0
46,41115.0,49192.01,792,29,2,0.91,0
60,16110.0,9331.09,468,14,5,0.46,0
39,41949.0,31514.53,830,29,3,0.36,0
43,27410.0,33190.87,635,13,5,0.95,0
45,17844.0,29213.58,812,18,4,0.4,0
67,28041.0,34798.36,429,16,2,0.34,0
38,27926.0,10228.13,838,21,3,0.27,0
66,60775.0,29975.83,813,19,2,0.57,0
24,21335.0,17924.57,549,29,4,0.56,0
34,24467.0,47307.92,437,16,3,0.02,0
37,40851.0,39293.22,574,15,2,0.65,0
58,18715.0,48763.15,763,19,3,0.79,0
66,26121.0,6690.02,440,7,2,0.62,0
37,15800.0,17830.99,555,26,3,0.87,0
39,57527.0,13794.02,755,6,2,0.28,0
45,31236.0,5501.96,733,11,3,0.19,0
57,36028.0,15904.66,472,0,4,0.7,0
66,57412.0,35544.92,772,25,2,0.19,0
24,25308.0,15399.0,722,11,0,0.09,0
18,31070.0,27905.16,738,24,0,0.1,0
49,21415.0,44951.82,356,5,1,0.77,0
30,21391.0,36219.11,797,15,2,0.03,0
47,22919.0,22758.31,468,17,1,0.29,1
40,28389.0,21761.1,727,18,1,0.13,0
68,29960.0,25508.11,718,22,4,0.75,0
36,41953.0,12966.86,646,2,0,0.5,0
49,23258.0,33530.03,816,28,3,0.21,0
47,42609.0,21386.88,754,2,3,0.75,0
46,46282.0,43356.44,501,4,1,0.75,1
66,28741.0,39044.87,478,2,2,0.52,0
62,24286.0,32473.09,356,18,2,0.28,0
46,37894.0,21389.1,800,26,0,0.59,0
47,32812.0,14446.93,411,4,3,0.93,0
33,40545.0,39926.83,447,13,3,0.05,0
57,79613.0,26888.41,677,20,3,0.27,0
36,37583.0,15113.75,647,15,3,0.28,0
35,26381.0,13782.86,657,27,1,0.63,0
18,23262.0,12443.04,355,24,3,0.65,0
31,23716.0,39972.25,615,0,4,0.21,0
68,17477.0,15304.42,484,29,2,0.22,0
64,57894.0,28698.9,353,16,2,0.93,0
67,11889.0,25319.59,336,10,7,0.76,0
19,46354.0,31082.49,569,29,1,0.93,0
45,23529.0,44471.97,807,8,10,0.83,0
66,28108.0,44048.63,527,20,1,0.4,1
67,23179.0,25298.42,727,3,0,0.12,0
47,74827.0,5691.48,300,1,3,0.63,0
55,36613.0,24189.97,322,27,3,0.35,1
68,53916.0,32278.71,802,8,3,0.43,0
21,69582.0,30099.41,747,21,3,0.43,0
18,39407.0,34310.12,795,24,4,0.94,0
25,19974.0,11933.41,724,4,1,0.07,1
46,32522.0,34094.08,317,3,3,0.19,0
56,25056.0,13219.32,744,22,5,0.61,0
20,28233.0,38773.58,338,4,2,0.88,0
49,34637.0,20258.94,509,23,3,0.92,1
27,33959.0,36945.29,510,23,2,0.56,0
27,44625.0,7153.95,580,28,1,0.03,0
36,47985.0,23353.7,432,17,2,0.36,0
63,33960.0,36726.55,748,12,5,0.92,0
51,44433.0,15209.17,563,4,3,0.5,1
50,27593.0,40787.92,410,25,1,0.73,0
40,70080.0,33385.09,537,23,1,0.27,1
45,27371.0,31440.28,756,18,5,0.03,0
49,66078.0,20909.7,815,22,2,0.58,0
67,17361.0,26710.32,472,2,3,0.83,0
24,30025.0,31880.72,492,21,5,0.99,0
46,30777.0,26260.8,814,17,0,0.85,0
25,41752.0,36424.1,708,5,5,0.55,0
18,55877.0,24516.36,383,5,3,0.61,0
20,19444.0,14102.29,379,23,1,0.82,0
41,20869.0,14627.02,508,4,2,0.02,0
40,18017.0,5261.17,821,29,3,0.95,0
25,70269.0,18543.1,498,0,4,0.53,0
64,42142.0,38701.29,533,7,4,0.95,0
54,21117.0,40737.32,543,27,3,0.76,0
20,29099.0,14111.04,692,24,2,0.15,1
68,65570.0,48156.98,745,0,1,0.17,0
50,31601.0,27608.13,692,20,6,0.35,0
45,30681.0,46264.04,308,27,5,0.26,0
64,24572.0,36804.44,452,5,0,0.44,0
25,21753.0,37509.5,409,19,1,0.6,0
51,65622.0,8826.96,565,13,3,0.44,0
52,83864.0,14899.6,672,10,5,0.06,0
49,22190.0,5396.67,451,1,1,0.98,1
41,73311.0,37225.74,714,20,3,0.43,0
31,28461.0,20499.72,625,29,5,0.85,0
49,47421.0,40399.36,475,29,1,0.07,0
63,73505.0,20252.13,824,3,3,0.81,0
60,33775.0,41870.02,614,12,2,0.17,0
33,30823.0,10881.42,366,6,5,0.68,0
21,54206.0,12801.79,483,5,4,0.66,0
69,20848.0,20339.44,334,2,1,0.91,0
54,64443.0,23381.93,804,8,6,0.32,0
38,39003.0,20691.63,375,13,2,0.11,0
31,27204.0,39364.12,771,19,2,0.86,0
48,26847.0,9362.81,822,10,4,0.33,0
65,18183.0,20804.77,582,4,1,0.23,0
35,27776.0,42675.8,835,13,3,0.49,0
24,31824.0,8005.87,573,18,3,0.15,0
27,21362.0,47405.46,838,7,3,0.3,0
24,35499.0,49384.26,353,26,3,0.39,0
50,46003.0,8985.57,354,6,4,0.28,0
40,32639.0,18107.26,576,26,4,0.45,0
38,50583.0,21758.03,742,26,3,0.38,0
36,24256.0,39937.61,717,6,3,0.77,0
65,59975.0,31816.71,524,23,4,0.92,0
36,38596.0,33996.46,554,22,3,0.1,0
53,78639.0,39087.94,475,2,2,0.82,0
46,121432.0,10309.05,445,2,3,0.93,0
35,28706.0,42494.43,684,17,3,0.69,0
19,29304.0,36752.89,561,12,2,1.0,0
18,32109.0,30980.38,830,0,3,0.34,0
64,48916.0,45038.09,670,4,3,0.83,0
22,70473.0,36513.79,496,27,4,0.67,0
37,26202.0,14076.5,583,3,7,0.32,0
28,43942.0,24338.54,601,15,3,0.7,1
59,33929.0,27231.93,431,14,4,0.51,0
19,49467.0,7484.79,419,28,3,0.19,0
20,77244.0,47958.69,435,26,4,0.17,1
40,32204.0,10785.98,828,17,4,0.71,0
29,15757.0,36385.76,333,16,2,0.71,1
37,52678.0,27780.4,831,13,3,0.53,0
22,23948.0,6153.45,507,13,3,0.5,0
54,33808.0,46613.64,598,18,1,0.18,0
55,53826.0,43332.66,821,28,1,0.43,0
47,42138.0,28591.61,393,5,2,0.87,0
26,34515.0,15302.41,713,12,2,0.85,0
51,27230.0,10473.03,670,17,4,0.66,0
61,8519.0,21352.66,708,25,2,1.0,0
52,51491.0,16494.27,682,14,2,0.89,0
69,32001.0,27801.1,740,28,3,0.15,1
39,77394.0,48488.42,746,22,2,0.4,0
61,44312.0,30872.91,370,26,1,0.13,0
41,27707.0,45046.9,383,6,3,0.47,0
34,61910.0,34289.55,508,26,2,0.78,0
27,64574.0,26386.09,558,18,2,0.16,0
47,32548.0,43457.34,538,29,2,0.88,0
63,65961.0,26211.56,601,16,5,0.57,0
40,27511.0,44088.27,531,8,2,0.75,0
49,39333.0,18120.95,581,10,2,0.05,0
34,48325.0,10796.59,693,4,3,0.09,0
67,53766.0,43489.15,717,1,3,0.62,0
68,49551.0,31433.68,505,14,4,0.84,0
34,30751.0,45009.16,563,23,3,0.87,0
31,62746.0,47202.22,610,11,4,0.69,0
26,34125.0,7413.28,378,9,3,0.2,0
57,27323.0,27543.62,641,9,1,0.2,0
19,27524.0,21873.4,394,19,3,0.88,0
62,95798.0,33163.63,650,10,3,0.11,0
42,25060.0,40711.6,361,9,1,0.69,0
56,69273.0,17626.56,441,27,3,0.53,0
26,20584.0,30055.93,410,6,2,0.42,0
39,46349.0,36892.79,826,13,0,0.44,0
60,42131.0,11049.4,456,12,0,0.95,0
63,81684.0,41633.01,838,4,2,0.86,0
21,26181.0,32274.93,308,28,4,0.86,0
43,22803.0,47729.18,575,18,2,0.41,0
46,34260.0,20278.8,526,9,4,0.11,1
62,83483.0,9866.57,485,7,1,1.0,0
51,23340.0,27792.55,515,17,3,0.15,0
40,9955.0,8861.48,732,0,3,0.52,0
54,37417.0,48628.69,655,4,0,0.26,0
28,58382.0,6740.82,691,10,1,0.51,0
23,21875.0,38907.68,574,19,4,0.3,0
35,55490.0,28629.61,793,10,3,0.9,0
38,21634.0,21587.93,750,15,1,0.97,0
59,33749.0,7962.9,719,9,1,0.41,0
53,52910.0,32997.51,463,14,4,0.07,0
58,20056.0,31334.91,482,6,3,0.66,0
55,39766.0,17639.75,609,14,6,0.38,0
51,66668.0,45959.98,316,28,5,0.99,0
34,46026.0,18684.95,745,24,3,0.09,0
54,25329.0,25237.64,469,15,3,0.12,0
42,77603.0,29469.31,579,5,2,0.7,0
55,50473.0,9510.43,639,10,2,0.76,0
29,14325.0,46947.28,818,16,1,0.47,1
40,55945.0,21854.13,310,14,0,0.28,0
59,27291.0,8635.06,823,15,6,0.31,0
39,40066.0,22428.1,432,23,1,0.34,0
38,60114.0,32009.11,447,1,4,0.23,0
44,27590.0,28114.37,378,3,4,0.85,0
48,15950.0,36254.39,645,18,1,0.07,0
23,77093.0,7496.78,548,5,5,0.41,0
44,65010.0,17804.33,841,17,2,0.75,0
57,34765.0,41865.38,323,20,4,0.0,0
51,55643.0,8595.22,770,10,1,0.88,0
29,30191.0,43496.87,500,8,3,0.71,0
62,38120.0,9135.32,430,2,8,0.07,0
24,33788.0,42550.44,655,1,4,0.89,1
27,30808.0,21235.48,449,17,0,0.49,0
62,43462.0,32549.41,825,14,4,0.65,0
34,19849.0,11879.92,603,24,6,0.88,0
43,32023.0,7977.59,840,21,2,0.88,0
38,42499.0,14717.22,349,17,4,0.41,0
45,91040.0,10753.42,763,18,1,0.24,0
63,20257.0,19058.27,539,14,1,0.26,1
19,47112.0,28147.25,781,29,2,0.77,0
60,49765.0,31494.18,754,16,2,0.93,0
18,14209.0,40544.06,582,17,4,0.07,0
68,44590.0,34530.8,634,17,3,0.02,0
53,56395.0,32394.12,651,10,1,0.82,0
68,48743.0,23530.19,626,17,5,0.39,0
43,34823.0,26321.38,635,22,6,0.28,0
46,42900.0,23653.44,380,2,3,0.19,1
38,39534.0,42897.47,386,12,3,0.35,0
28,15604.0,15350.02,557,13,3,0.97,0
57,40001.0,5257.44,484,26,5,0.98,0
28,30226.0,34309.4,422,3,2,0.33,0
53,25529.0,14110.8,395,17,3,0.96,0
66,125805.0,45055.18,814,4,4,0.3,0
56,67935.0,43657.08,742,13,3,0.85,1
57,20433.0,8452.73,813,24,3,0.21,0
52,43188.0,9787.48,670,11,3,0.83,0
51,75283.0,27282.72,604,24,0,0.35,0
64,17187.0,32415.02,656,6,0,0.2,0
41,37741.0,17370.88,447,11,3,0.93,0
39,38640.0,37255.9,584,7,6,0.21,0
22,19202.0,31771.22,561,28,6,0.99,0
50,43905.0,19617.08,790,29,2,0.11,0
53,63457.0,6141.72,330,20,5,0.01,0
64,77190.0,38756.76,567,20,2,0.87,0
37,32059.0,14663.91,311,27,3,0.59,0
36,126858.0,42551.32,490,2,0,0.42,0
52,12978.0,23913.06,699,21,2,0.08,0
69,43395.0,30968.48,836,0,4,0.57,0
60,17923.0,44282.69,390,2,3,0.39,0
34,37990.0,43863.04,800,10,6,0.48,0
62,27974.0,21718.38,600,17,4,0.63,0
60,46791.0,14400.0,410,6,4,0.64,0
51,34083.0,39881.57,379,8,5,0.96,0
26,24029.0,24488.61,732,3,5,0.66,0
43,24831.0,13641.89,716,22,0,0.34,0
19,95438.0,45699.14,513,23,4,0.33,0
26,45332.0,13914.69,746,9,2,0.48,1
26,15505.0,6161.32,317,17,3,0.26,0
57,47829.0,5912.6,353,22,5,0.38,0
34,32947.0,33004.19,539,15,2,0.84,0
18,36399.0,34775.38,717,28,3,0.86,0
42,54718.0,18996.88,785,11,2,0.63,0
60,65619.0,19400.49,743,18,6,0.58,0
57,23638.0,20277.23,422,23,1,0.43,0
59,35779.0,35607.13,719,21,2,0.64,0
42,27638.0,7616.02,515,2,3,0.81,1
56,48944.0,46810.24,719,7,4,0.74,0
52,32333.0,15013.45,527,26,1,0.04,0
20,36851.0,49985.29,536,28,2,0.73,0
67,31725.0,12718.52,629,18,2,0.72,0
54,34439.0,39719.59,768,8,2,0.1,0
61,85163.0,15053.56,786,26,3,0.15,0
61,120016.0,8638.11,848,18,3,0.79,0
68,43851.0,44372.0,714,16,0,0.56,0
47,34545.0,43643.81,518,12,5,0.82,0
55,16353.0,23160.67,680,1,4,0.18,0
51,24830.0,36607.83,386,3,4,0.03,0
29,34086.0,30067.97,760,28,0,0.16,0
36,25399.0,43383.03,710,10,3,0.45,0
54,26770.0,19177.52,824,1,4,0.52,0
61,79833.0,28565.26,746,3,2,0.86,0
66,36842.0,26841.76,599,3,1,0.72,0
34,38527.0,20925.76,707,19,2,0.99,0
27,25923.0,45115.48,674,0,4,0.08,0
66,65432.0,12464.51,532,24,3,0.13,0
64,32654.0,11727.89,348,25,2,0.08,0
29,27989.0,30960.93,485,10,2,0.54,0
33,16475.0,34587.24,504,22,3,0.27,0
41,35223.0,13757.87,377,1,2,0.68,1
36,27556.0,22582.28,780,18,3,0.13,0
25,84313.0,47595.37,685,28,1,0.1,0
48,91304.0,16097.78,493,7,5,0.46,0
38,19582.0,35076.23,402,22,1,0.38,0
34,20721.0,38306.72,675,19,3,0.83,0
40,31629.0,25165.79,586,3,3,0.84,0
54,24149.0,47188.67,781,24,2,0.12,0
33,40486.0,38149.55,549,15,2,0.81,0
23,30844.0,25606.61,500,14,3,0.56,1
25,41784.0,30620.08,835,4,4,0.5,0
42,60358.0,36167.6,760,29,3,0.09,0
35,21330.0,31648.56,599,28,0,0.74,0
42,59731.0,44541.39,777,26,2,0.06,0
29,25227.0,21059.99,382,4,1,0.28,0
32,106323.0,18494.86,757,14,1,0.1,0
43,81674.0,14622.75,597,22,3,0.53,0
58,34319.0,6700.23,663,16,2,0.65,0
62,22431.0,6935.63,339,2,2,0.89,0
43,20385.0,44152.48,639,17,3,0.73,0
64,56208.0,35527.69,815,10,2,0.96,0
49,35768.0,34723.96,407,25,3,0.76,0
27,57724.0,32658.93,615,5,3,0.3,0
33,109329.0,43214.86,413,26,2,0.55,0
24,24706.0,26612.01,466,11,4,0.46,0
34,19632.0,44168.49,560,21,2,0.57,0
40,39986.0,21175.03,523,25,3,0.57,0
43,64369.0,46701.84,561,16,2,0.7,0
38,22692.0,36439.56,550,29,2,0.08,0
39,36950.0,16572.97,825,13,2,0.75,0
24,72043.0,30383.82,425,5,3,0.14,0
31,16052.0,28986.38,505,9,3,0.03,0
32,40850.0,11205.45,439,15,3,0.52,0
24,27721.0,31605.93,361,17,2,0.58,0
26,38641.0,19165.35,582,26,3,0.03,0
68,51787.0,7355.69,353,19,1,0.52,0
65,40555.0,47689.53,645,5,4,0.53,0
25,21914.0,33867.07,823,18,4,0.05,0
67,28265.0,44461.35,435,2,2,0.71,0
40,74109.0,35422.52,629,11,1,0.21,0
46,42807.0,21064.27,443,15,3,0.79,0
35,55280.0,28070.96,735,2,3,0.31,0
48,41157.0,35408.6,581,15,2,0.48,0
47,54424.0,48211.35,435,3,4,0.89,0
69,29790.0,16415.13,788,24,4,0.81,0
56,24742.0,44373.97,700,19,2,0.78,0
52,53202.0,46583.5,748,12,4,0.16,0
35,63811.0,35168.7,569,3,3,0.05,0
59,22991.0,46907.0,316,3,1,0.61,0
56,27229.0,22904.54,568,6,4,0.41,0
34,33469.0,47885.73,781,20,0,0.91,0
31,81627.0,36625.23,518,11,5,0.35,0
48,48126.0,6890.26,618,1,1,0.41,0
41,18731.0,45809.28,537,15,4,0.53,0
52,34666.0,26801.28,844,6,2,0.8,1
61,32114.0,25714.71,584,18,1,0.27,0
62,20199.0,30491.0,336,10,5,0.94,0
51,34462.0,11722.3,402,0,3,0.54,0
20,31413.0,26112.47,729,8,2,0.84,0
54,30309.0,42400.72,538,4,2,0.53,0
60,29623.0,5696.71,424,25,7,0.77,0
57,75788.0,17281.27,487,16,4,0.05,0
43,30277.0,5110.46,555,26,2,0.8,0
40,37229.0,23707.01,829,0,0,0.52,0
61,35264.0,37774.2,691,16,2,0.45,0
56,28212.0,40944.73,767,11,1,0.11,0
32,37788.0,47533.54,552,24,2,0.74,0
66,37522.0,32382.71,475,12,3,0.13,0
21,37793.0,16458.21,765,23,3,0.19,0
46,23633.0,46586.66,588,10,3,0.13,0
39,32759.0,39889.21,349,12,4,0.01,0
42,53112.0,30849.28,303,12,1,0.66,1
30,33193.0,36303.81,799,5,4,0.27,0
35,39375.0,46594.24,522,25,4,0.15,0
50,39479.0,37057.73,561,21,2,0.32,1
33,44743.0,21576.85,834,5,4,0.5,0
62,48018.0,37086.27,675,19,6,0.5,0
59,33287.0,6812.52,360,20,6,0.37,0
61,23025.0,22388.7,655,9,2,0.49,0
19,19745.0,23284.54,323,18,2,0.43,1
52,60406.0,12507.72,592,2,0,0.82,0
59,53376.0,6038.85,655,25,3,0.03,0
51,50246.0,11002.16,328,6,1,0.87,0
47,54481.0,34457.97,656,4,5,0.24,0
30,33497.0,41103.0,664,7,5,0.72,0
30,26571.0,49469.16,708,4,3,0.41,1
35,22243.0,20586.36,565,11,2,0.29,0
49,21064.0,31972.07,590,3,3,0.62,0
49,66575.0,47171.52,452,29,4,0.77,0
52,28380.0,12516.88,518,18,2,0.45,0
56,61539.0,37294.05,472,27,3,0.47,0
63,33076.0,38974.04,311,17,2,0.06,0
69,25897.0,9003.9,815,2,2,0.92,0
46,21011.0,43756.22,661,6,1,0.85,0
66,27063.0,41589.73,776,7,1,0.4,0
46,73800.0,6503.14,381,14,5,0.76,0
61,21118.0,9098.8,639,20,2,0.31,1
33,104650.0,7210.71,740,26,5,0.73,0
61,23854.0,20063.46,525,16,2,0.52,0
64,52837.0,27918.0,670,18,1,0.46,0
27,33772.0,28955.65,327,3,5,0.06,1
47,30937.0,17045.0,315,15,4,0.97,0
42,19231.0,46021.86,576,25,3,0.84,0
56,34572.0,21571.83,632,12,1,0.79,0
37,20350.0,7049.76,782,28,6,0.3,0
22,15665.0,18510.22,587,11,2,0.29,0
18,38553.0,28899.92,413,3,3,0.57,0
47,26431.0,23369.98,337,11,0,0.85,0
66,84303.0,17322.91,753,16,3,0.93,0
20,59875.0,10909.55,465,25,4,0.27,0
62,84856.0,41862.4,504,8,4,0.61,0
31,25837.0,49826.54,544,11,4,0.72,0
47,38874.0,19829.4,632,25,0,0.23,0
67,9795.0,22172.95,695,14,4,0.41,0
21,31543.0,32811.69,806,19,5,0.19,0
35,38149.0,37329.87,420,1,3,0.7,0
54,39223.0,22641.33,558,28,2,0.86,0
42,35554.0,45721.83,709,8,3,0.88,1
65,37545.0,30200.18,609,13,5,0.67,1
18,9352.0,25267.55,367,3,0,0.35,0
63,41279.0,34100.27,413,3,4,0.66,0
32,46246.0,47876.17,519,26,1,0.86,0
26,70899.0,40754.85,519,5,6,0.63,1
32,43668.0,6800.59,772,23,3,0.41,0
66,34018.0,19953.95,685,4,4,0.92,0
41,63100.0,26174.51,597,27,1,0.84,0
21,11174.0,19153.29,552,23,4,0.88,1
29,28072.0,36508.44,704,16,6,0.9,0
54,24763.0,42182.11,791,12,2,0.39,0
54,35694.0,37910.53,656,19,6,0.86,0
60,12096.0,49520.0,727,16,4,0.57,0
23,70250.0,17264.64,514,18,4,0.04,0
56,32051.0,44374.53,679,26,3,0.64,1
63,42591.0,39498.02,513,22,3,0.47,0
41,40601.0,21298.04,397,0,2,0.28,0
28,68271.0,38035.6,827,20,3,0.97,0
30,14314.0,9683.42,827,16,3,0.06,0
51,38413.0,40520.01,834,21,3,0.95,0
42,64414.0,28954.88,848,24,2,0.16,0
24,34579.0,18153.06,627,2,2,0.38,0
69,22570.0,34509.98,464,26,5,0.42,1
21,26851.0,33872.9,415,26,1,0.73,0
